WEO Country Code,ISO,Country,Region,Subject Descriptor,Units,Scale,Country/Series-specific Notes,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Estimates Start After
359,PRI,Puerto Rico,North America,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2020 Employment type: National definition. Consistent with U.S. definition Primary domestic currency: US dollar Data last updated: 09/2021,10.1,11.4,12.3,12,10.6,11.3,10.5,11.2,11.8,15.3,16.4,15.9,14.5,14.3,13.9,12,11.8,10.8,9.2,8.3,8.9,8.7,2020
359,PRI,Puerto Rico,North America,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2020 Primary domestic currency: US dollar Data last updated: 09/2021,3.811,3.819,3.824,3.826,3.827,3.821,3.805,3.783,3.761,3.74,3.722,3.679,3.634,3.593,3.535,3.474,3.411,3.3,3.2,3.2,3.159,3.121,2020
359,PRI,Puerto Rico,North America,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"Source: Government Development Bank of Puerto Rico; and Fiscal and Economic Growth Plan Latest actual data: FY2019/20 Fiscal assumptions: Fiscal projections are based on the Puerto Rico Fiscal and Economic Growth Plans (FEGPs), latest of which were prepared in August 2021,  and are certified by the Financial Oversight and Management Board. The 2021 Fiscal Plan calls for a series of structural reforms, such as Earned Income Tax Credit benefits and Natural Assistance Program (NAP), lowering barriers to entry for foreign firms, investment in education, power sector, and infrastructure. The new fiscal plan also pays particular attention at allocating strategic investment to emergency response and frontline service delivery, as the island is highly vulnerable to  natural disasters and battling an ongoing pandemic. This plan represents an unprecedented level of fiscal support - over 100% of Puerto Rico's national gross product. The Fiscal Plan finally focuses on the implementation of fiscal measures (centralizing fiscal authority, agencies efficiency, Medicaid reform, pension reform, reduction of appropriations, enhanced tax compliance and optimized taxes and fees) that would result in a smaller government deficit in the long term. IMF fiscal projections rely on the  information presented above, as well as on the assumption that the fiscal position will deteriorate over time. Previous WEO submissions (prior to Fall 2021), on the other hand,  relied on the assumption of fiscal consolidation. Although IMF policy assumptions are similar to those in the FEGP scenario with full measures, the IMF's projections of fiscal revenues, expenditures, and balance are different from the FEGPs'. This stems from two main differences in methodologies: first, while IMF projections are on an accrual basis, the FEGPs' are on a cash basis. Second, the IMF and FEGPs make very different macroeconomic assumptions. Start/end months of reporting year: July/June GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual. IMF calculations are based on an accrual basis, whereas authorities' calculations are based on a cash basis. General government includes: General government is defined as all general governmental entities, excluding Puerto Rico Electric Power Authority (PREPA) and Puerto Rico Aqueducts and Sewers Authority (PRASA). General government entities include the General Fund, Puerto Rico Infrastructure Financing Authority (PRIFA), Puerto Rico Sales Tax Financing Corporation (COFINA), Puerto Rico Industrial Development Company (PRIDCO), Highways and Transportation Authority (HTA), University of Puerto Rico (UPR), Government Development Bank of Puerto Rico (GDB), and Municipal Revenues Collection Center (CRIM). In addition, pension funds (ERS, TRS, and JRS) are also considered as part of general government. Valuation of public debt: Current market value. Data for public debt have been provided by the authorities. The definition of government for public debt data excludes PREPA and PRASA and includes all other entities of general government in fiscal accounts. Primary domestic currency: US dollar Data last updated: 09/2021",61.702,69.669,72.546,75.834,80.322,83.915,87.276,89.524,93.639,96.386,98.381,100.352,101.565,102.45,102.446,103.376,104.337,103.446,104.925,104.915,103.138,106.576,2020
135,SMR,San Marino,Europe,"Gross domestic product, current prices",National currency,Billions,Source: National Statistics Office Latest actual data: 2019 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2007 Chain-weighted: No Primary domestic currency: Euro Data last updated: 08/2021,1.091,1.183,1.215,1.293,1.379,1.436,1.521,1.597,1.634,1.48,1.419,1.303,1.249,1.264,1.26,1.279,1.327,1.353,1.402,1.444,1.362,1.447,2019
135,SMR,San Marino,Europe,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,1.714,1.789,1.91,2.189,2.403,2.062,1.883,1.813,1.606,1.678,1.674,1.42,1.468,1.528,1.656,1.616,1.554,1.728,2019
135,SMR,San Marino,Europe,"Gross domestic product per capita, current prices",National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,"47,704.98","49,125.72","51,366.00","53,253.63","53,794.71","48,096.67","45,542.86","41,325.33","39,153.78","39,142.44","38,555.99","38,813.73","40,040.45","40,634.37","41,877.02","43,201.21","40,553.06","42,646.19",2019
135,SMR,San Marino,Europe,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,"59,293.61","61,193.01","64,494.91","72,991.53","79,110.20","67,011.54","60,426.24","57,512.89","50,336.19","51,986.53","51,234.87","43,068.69","44,308.67","45,887.69","49,477.28","48,368.00","46,282.47","50,934.19",2019
135,SMR,San Marino,Europe,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",n/a,n/a,n/a,n/a,1.087,1.9,2.007,4.019,3.155,1.964,2.991,2,2.531,1.458,0.494,0.232,0.833,1.046,1.764,0.951,0.215,0.839,2020
135,SMR,San Marino,Europe,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2020 Employment type: National definition Primary domestic currency: Euro Data last updated: 08/2021,n/a,3.54,3.921,4.119,3.362,3.56,3.313,3.021,3.114,4.483,4.945,5.469,6.95,8.079,8.739,9.183,8.597,8.095,8.009,7.663,7.342,6.739,2020
135,SMR,San Marino,Europe,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2020 Primary domestic currency: Euro Data last updated: 08/2021,n/a,n/a,n/a,n/a,0.029,0.029,0.03,0.03,0.03,0.031,0.031,0.032,0.032,0.032,0.033,0.033,0.033,0.033,0.033,0.033,0.034,0.034,2020
135,SMR,San Marino,Europe,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"Source: Ministry of Finance or Treasury Latest actual data: 2019 Notes: Gross debt is defined as the sum of loans, bonds and net account payable. Fiscal assumptions: Share of GDP, share of consumption, elasticity with respect to GDP, elasticity with respect to consumption Start/end months of reporting year: January/December GFS Manual used: The authorities have provided data for the central government, state-owned enterprises, and social security fund for 2004-2019. However not all series are updated to 2019 and not all data have been compiled in accordance with IMF standards. Basis of recording: Other General government includes: Central Government; Valuation of public debt: Current market value Instruments included in gross and net debt: Securities Other than Shares; Loans; Other Accounts Receivable/Payable; Monetary Gold and SDRs; Other Primary domestic currency: Euro Data last updated: 08/2021",1.196,1.297,1.332,1.418,1.512,1.575,1.668,1.597,1.634,1.48,1.419,1.303,1.249,1.264,1.26,1.279,1.327,1.353,1.402,1.444,1.362,1.447,2019
576,SGP,Singapore,Asia,"Gross domestic product, current prices",National currency,Billions,"Source: National Statistics Office Latest actual data: 2020 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 2015 Primary domestic currency: Singapore dollar Data last updated: 08/2021",165.632,160.886,165.698,170.118,194.433,212.723,236.159,272.698,273.942,282.395,326.98,351.368,368.771,384.87,398.948,423.444,440.372,474.115,507.124,510.738,469.096,502.854,2020
576,SGP,Singapore,Asia,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",96.077,89.794,92.538,97.646,115.034,127.808,148.627,180.942,193.617,194.15,239.808,279.357,295.093,307.576,314.864,307.999,318.753,343.332,375.963,374.39,339.981,378.645,2020
576,SGP,Singapore,Asia,"Gross domestic product per capita, current prices",National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","41,121.41","38,879.93","39,679.14","41,342.67","46,663.95","49,867.53","53,655.81","59,429.38","56,606.57","56,619.62","64,407.60","67,783.38","69,416.45","71,283.34","72,937.48","76,502.97","78,535.75","84,478.57","89,936.70","89,547.05","82,502.96","88,000.21",2020
576,SGP,Singapore,Asia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","23,852.83","21,699.75","22,159.83","23,730.38","27,608.08","29,961.31","33,768.45","39,432.90","40,008.58","38,926.81","47,236.67","53,891.46","55,547.55","56,967.43","57,564.80","55,645.61","56,846.27","61,175.44","66,675.77","65,641.31","59,794.60","66,263.42",2020
576,SGP,Singapore,Asia,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",2.063,-0.588,0.436,0.745,1.311,1.26,0.809,3.82,5.366,-0.527,4.59,5.534,4.324,1.499,-0.076,-0.639,0.163,0.375,0.465,0.761,0.024,1.348,2020
576,SGP,Singapore,Asia,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2020 Employment type: National definition. Prior to 1986 unemployment data excludes non-residents. Primary domestic currency: Singapore dollar Data last updated: 08/2021,2.675,2.65,3.55,3.95,3.35,3.125,2.65,2.125,2.225,3.025,2.175,2.025,1.95,1.9,1.95,1.9,2.075,2.175,2.1,2.25,3,2.7,2020
576,SGP,Singapore,Asia,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2020 Primary domestic currency: Singapore dollar Data last updated: 08/2021,4.028,4.138,4.176,4.115,4.167,4.266,4.401,4.589,4.839,4.988,5.077,5.184,5.312,5.399,5.47,5.535,5.607,5.612,5.639,5.704,5.686,5.714,2020
576,SGP,Singapore,Asia,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"Source: National Statistics Office. Data complemented with data from the Ministry of Finance or Treasury Latest actual data: FY2020/21 Notes: Government debt is issued to deepen the domestic market, to meet the investment needs of the Central Provident Fund, and to provide individuals a long-term savings option. Fiscal assumptions: For FY2020, estimates are based on budget execution through the end of 2020. FY2021 projections are based on the initial budget of February 16, 2021. The IMF staff assume gradual withdrawal of remaining exception measures in FY2022 and unchanged policies for the remainder of the projection period. Start/end months of reporting year: April/March GFS Manual used: Government Finance Statistics Manual (GFSM) 2014 Basis of recording: Cash. Authorities use cash accounting. General government includes: Central Government;. There is no local government in Singapore and thus the general government only includes central government Valuation of public debt: Nominal value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Shares and Other Equity Primary domestic currency: Singapore dollar Data last updated: 08/2021",168.827,159.976,167.268,174.628,198.306,218.012,243.928,277.849,270.009,295.508,335.532,356.022,371.443,388.218,405.092,426.407,449.822,479.844,511.73,508.689,470.632,506.816,2021
936,SVK,Slovak Republic,Europe,"Gross domestic product, current prices",National currency,Billions,"Source: National Statistics Office. Eurostat & Haver Analytics Latest actual data: 2019 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 1997 Primary domestic currency: Euro Data last updated: 09/2021",31.661,34.366,37.33,41.48,46.175,50.486,56.361,63.163,68.591,64.096,68.189,71.305,73.576,74.449,76.27,79.768,81.052,84.489,89.357,93.901,91.555,97.751,2019
936,SVK,Slovak Republic,Europe,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",20.73,21.421,24.888,34.085,43.19,49.116,57.492,77.239,97.17,89.302,90.473,99.235,94.589,98.878,101.351,88.512,89.691,95.411,105.574,105.131,104.491,116.748,2019
936,SVK,Slovak Republic,Europe,"Gross domestic product per capita, current prices",National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","5,864.61","6,389.09","6,939.92","7,717.30","8,595.73","9,396.72","10,489.89","11,755.29","12,758.52","11,908.35","12,649.98","13,223.04","13,614.25","13,759.19","14,082.44","14,713.61","14,936.92","15,544.28","16,416.43","17,228.12","16,774.92","17,903.80",2019
936,SVK,Slovak Republic,Europe,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","3,839.79","3,982.44","4,626.83","6,341.55","8,040.07","9,141.84","10,700.34","14,374.85","18,074.64","16,591.52","16,783.99","18,402.63","17,502.51","18,274.09","18,713.36","16,326.59","16,529.16","17,553.89","19,395.85","19,288.57","19,144.92","21,383.29",2019
936,SVK,Slovak Republic,Europe,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",8.44,6.568,3.096,9.24,5.775,3.656,3.479,2.33,3.467,0.044,1.303,4.592,3.347,0.35,-0.149,-0.459,0.261,2.019,1.871,3.155,1.622,3.525,2020
936,SVK,Slovak Republic,Europe,Unemployment rate,Percent of total labor force,,Source: National Statistics Office. Eurostat & Haver Analytics Latest actual data: 2019 Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 09/2021,18.9,19.458,18.825,17.7,18.358,16.358,13.442,11.217,9.592,12.092,14.483,13.675,13.975,14.258,13.183,11.483,9.683,8.108,6.542,5.758,6.7,6.8,2019
936,SVK,Slovak Republic,Europe,Population,Persons,Millions,Source: National Statistics Office. Haver Analytics Latest actual data: 2019 Primary domestic currency: Euro Data last updated: 09/2021,5.399,5.379,5.379,5.375,5.372,5.373,5.373,5.373,5.376,5.382,5.39,5.392,5.404,5.411,5.416,5.421,5.426,5.435,5.443,5.45,5.458,5.46,2019
936,SVK,Slovak Republic,Europe,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"Source: Eurostat Latest actual data: 2019 Notes: Gross debt follows the Maastricht definition of gross debt, and excludes other accounts payable. Fiscal assumptions: The fiscal projection is based on the 2021 budget but takes into consideration of available data for 2020 and include the new EU recovery funds (not included in the budget) for projection years. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual General government includes: Central Government; Local Government; Social Security Funds; Valuation of public debt: Face value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans; Shares and Other Equity; Other Accounts Receivable/Payable; Monetary Gold and SDRs;. Our framework follows the Maastricht debt criteria. Primary domestic currency: Euro Data last updated: 09/2021",31.661,34.366,37.33,41.48,46.175,50.486,56.361,63.163,68.591,64.096,68.189,71.305,73.576,74.449,76.27,79.768,81.052,84.489,89.357,93.901,91.555,97.751,2019
961,SVN,Slovenia,Europe,"Gross domestic product, current prices",National currency,Billions,"Source: National Statistics Office Latest actual data: 2020 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 2000 Primary domestic currency: Euro Data last updated: 09/2021",18.853,21.148,23.549,25.613,27.628,29.114,31.47,35.074,37.926,36.255,36.364,37.059,36.253,36.454,37.634,38.853,40.443,43.011,45.864,48.397,46.918,50.982,2020
961,SVN,Slovenia,Europe,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",20.393,20.901,23.539,29.673,34.448,36.26,39.514,48.073,55.773,50.513,48.248,51.575,46.607,48.416,50.01,43.112,44.754,48.572,54.188,54.185,53.547,60.89,2020
961,SVN,Slovenia,Europe,"Gross domestic product per capita, current prices",National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","9,484.57","10,626.48","11,809.63","12,838.54","13,838.78","14,574.31","15,708.83","17,446.23","18,866.03","17,838.75","17,764.69","18,075.65","17,637.15","17,706.45","18,259.41","18,834.16","19,592.74","20,819.69","22,190.06","23,257.54","22,386.03","24,230.28",2020
961,SVN,Slovenia,Europe,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","10,259.44","10,502.32","11,804.82","14,873.63","17,254.83","18,152.06","19,723.86","23,912.49","27,744.28","24,854.16","23,570.18","25,156.07","22,674.37","23,516.59","24,263.90","20,898.86","21,681.28","23,511.32","26,217.34","26,039.10","25,548.77","28,939.27",2020
961,SVN,Slovenia,Europe,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",8.929,7.035,7.258,4.556,3.134,2.224,2.779,5.691,2.103,1.798,1.884,1.986,2.647,0.632,0.1,-0.488,0.481,1.734,1.44,1.863,-1.071,2.161,2020
961,SVN,Slovenia,Europe,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2019 Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 09/2021,6.742,6.192,6.342,6.7,6.342,6.542,5.992,4.858,4.392,5.892,7.3,8.242,8.917,10.175,9.792,9.025,8.025,6.6,5.158,4.467,5,4.451,2019
961,SVN,Slovenia,Europe,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2020 Primary domestic currency: Euro Data last updated: 09/2021,1.988,1.99,1.994,1.995,1.996,1.998,2.003,2.01,2.01,2.032,2.047,2.05,2.055,2.059,2.061,2.063,2.064,2.066,2.067,2.081,2.096,2.104,2020
961,SVN,Slovenia,Europe,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"Source: Ministry of Finance or Treasury Latest actual data: 2019 Notes: Gross debt follows the Maastricht definition of gross debt, and excludes other accounts payable. Fiscal assumptions: The fiscal projections are based on staff's macroeconomic framework and the authorities' budget and medium-term fiscal framework. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual General government includes: Central Government; Local Government; Social Security Funds; Valuation of public debt: Face value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans; Other Primary domestic currency: Euro Data last updated: 09/2021",18.853,21.148,23.549,25.613,27.628,29.114,31.47,35.074,37.926,36.255,36.364,37.059,36.253,36.454,37.634,38.853,40.443,43.011,45.864,48.397,46.918,50.982,2019
184,ESP,Spain,Europe,"Gross domestic product, current prices",National currency,Billions,"Source: National Statistics Office Latest actual data: 2020 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 1995. Chain-weighted and converted to market prices Primary domestic currency: Euro Data last updated: 09/2021",647.851,700.993,749.552,802.266,859.437,927.357,"1,003.82","1,075.54","1,109.54","1,069.32","1,072.71","1,063.76","1,031.10","1,020.35","1,032.16","1,077.59","1,113.84","1,161.87","1,203.26","1,244.38","1,121.95","1,205.65",2020
