WEO Country Code,ISO,Country,Region,Subject Descriptor,Units,Scale,Country/Series-specific Notes,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Estimates Start After
128,DNK,Denmark,Scandinavia,"Gross domestic product per capita, current prices",National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","248,950.47","256,397.77","262,701.01","266,880.12","279,011.20","293,081.56","309,953.52","319,225.11","328,988.09","312,466.35","327,192.72","332,130.47","339,574.69","344,423.55","352,067.22","359,798.33","369,321.24","381,466.02","389,766.64","399,243.83","400,078.28","423,199.10",2019
128,DNK,Denmark,Scandinavia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","30,798.72","30,806.61","33,275.56","40,512.05","46,571.28","48,872.10","52,121.25","58,641.19","64,531.12","58,286.54","58,177.16","61,864.09","58,623.41","61,325.58","62,729.50","53,478.50","54,862.85","57,772.55","61,724.49","59,861.61","61,153.92","67,919.59",2019
128,DNK,Denmark,Scandinavia,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",2.35,2.041,2.625,1.218,0.963,2.265,1.632,2.523,2.461,1.201,2.805,2.413,1.742,0.504,0,0.301,0.3,0.797,0.692,0.883,0.389,1.4,2020
128,DNK,Denmark,Scandinavia,Unemployment rate,Percent of total labor force,,Source: Eurostat Latest actual data: 2020 Employment type: National definition Primary domestic currency: Danish krone Data last updated: 09/2021,4.317,4.508,4.642,5.433,5.517,4.8,3.9,3.775,3.708,6.383,7.75,7.767,7.808,7.383,6.85,6.292,6.017,5.817,5.117,5.042,5.642,5.4,2020
128,DNK,Denmark,Scandinavia,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2019 Primary domestic currency: Danish krone Data last updated: 09/2021,5.33,5.349,5.368,5.384,5.398,5.411,5.427,5.447,5.476,5.511,5.535,5.561,5.581,5.603,5.627,5.66,5.707,5.749,5.781,5.806,5.823,5.84,2019
128,DNK,Denmark,Scandinavia,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"Source: National Statistics Office. Denmark does not publish the policy rate (GGAAFPL_T). Latest actual data: 2020 Notes: Gross debt follows the Maastricht definition of gross debt, and excludes other accounts payable Fiscal assumptions: Estimates for the current year are aligned with the latest official budget numbers, adjusted where appropriate for the IMF staff's macroeconomic assumptions. Beyond the current year, the projections incorporate key features of the medium-term fiscal plan as embodied in the authorities' latest budget. Structural balances are net of temporary fluctuations in some revenues (e.g. North Sea revenue, pension yield tax revenue) and one-offs (COVID-related one-offs are however included) Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2014 Basis of recording: Accrual General government includes: Central Government; Local Government; Social Security Funds; Valuation of public debt: Nominal value. Nominal Value debt valuation is consistent with Eurostat's definition Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans;. Subtracted items include Currency and Deposits, Securities Other than Shares, Loans and Other Financial Assets. Primary domestic currency: Danish krone Data last updated: 09/2021","1,326.91","1,371.53","1,410.27","1,436.75","1,506.00","1,585.98","1,682.26","1,738.85","1,801.47","1,722.14","1,810.93","1,846.85","1,895.00","1,929.68","1,981.17","2,036.36","2,107.81","2,192.96","2,253.32","2,318.04","2,329.56","2,471.58",2020
939,EST,Estonia,Europe,"Gross domestic product, current prices",National currency,Billions,"Source: National Statistics Office Latest actual data: 2020 Notes: Data from 2003 onwards reflect methodological revisions. National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 2010 Primary domestic currency: Euro Data last updated: 09/2021",6.172,6.987,7.823,8.744,9.777,11.343,13.569,16.401,16.618,14.132,14.741,16.677,17.917,18.911,20.048,20.631,21.748,23.834,25.818,27.732,26.835,30.175,2020
939,EST,Estonia,Europe,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",5.707,6.269,7.391,9.891,12.158,14.126,17.047,22.476,24.433,19.693,19.568,23.21,23.034,25.116,26.641,22.893,24.066,26.915,30.503,31.049,30.626,36.039,2020
939,EST,Estonia,Europe,"Gross domestic product per capita, current prices",National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","4,417.84","5,033.50","5,671.21","6,379.44","7,175.86","8,372.81","10,074.87","12,233.59","12,428.54","10,589.51","11,071.26","12,563.48","13,545.59","14,348.13","15,241.81","15,684.40","16,528.40","18,091.64","19,529.61","20,900.78","20,184.25","22,690.91",2019
939,EST,Estonia,Europe,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","4,084.94","4,516.22","5,358.42","7,216.27","8,923.19","10,426.69","12,657.06","16,764.94","18,273.30","14,756.39","14,696.81","17,484.73","17,414.24","19,056.28","20,253.97","17,403.81","18,290.29","20,430.57","23,074.04","23,400.47","23,035.91","27,100.74",2019
939,EST,Estonia,Europe,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",5.036,4.208,2.703,1.19,4.799,3.663,5.101,9.734,7.536,-1.873,5.421,4.087,3.638,2.049,0.061,-0.171,2.353,3.76,3.319,1.795,-0.877,7,2020
939,EST,Estonia,Europe,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2020 Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 09/2021,14.602,13.009,11.227,10.342,10.14,8.031,5.912,4.592,5.455,13.549,16.707,12.325,10.023,8.628,7.351,6.185,6.758,5.763,5.371,4.448,6.806,6.516,2020
939,EST,Estonia,Europe,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2019 Primary domestic currency: Euro Data last updated: 09/2021,1.397,1.388,1.379,1.371,1.363,1.355,1.347,1.341,1.337,1.335,1.331,1.327,1.323,1.318,1.315,1.315,1.316,1.317,1.322,1.327,1.329,1.33,2019
939,EST,Estonia,Europe,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"Source: Ministry of Finance or Treasury Latest actual data: 2020 Notes: gross debt follows the Maastricht definition of gross debt, and excludes other accounts payable Fiscal assumptions: The forecast incorporates the authorities' approved supplementary budget for 2021, adjusted for newly available information and for Staff's macroeconomic scenario. Start/end months of reporting year: January/December GFS Manual used: Hybrid of 1986 and 2001 manuals used Basis of recording: Cash General government includes: Central Government; Local Government; Social Security Funds; Valuation of public debt: Nominal value. This is the format of data provided by the authorities. Primary domestic currency: Euro Data last updated: 09/2021",6.172,6.987,7.823,8.744,9.777,11.343,13.569,16.401,16.618,14.132,14.741,16.677,17.917,18.911,20.048,20.631,21.748,23.834,25.818,27.732,26.835,30.175,2020
172,FIN,Finland,Scandinavia,"Gross domestic product, current prices",National currency,Billions,"Source: National Statistics Office. Downloaded through Haver Analytics Latest actual data: 2020 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 1980 Primary domestic currency: Euro Data last updated: 09/2021",136.442,144.628,148.486,151.749,158.758,164.687,172.897,187.072,194.265,181.747,188.143,197.998,201.037,204.321,206.897,211.385,217.518,226.301,233.468,240.097,236.188,247.848,2020
172,FIN,Finland,Scandinavia,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",126.075,129.534,140.305,171.609,197.39,204.999,217.101,256.408,285.685,253.222,249.628,275.556,258.454,271.366,274.934,234.558,240.705,255.558,275.84,268.812,269.557,296.016,2020
172,FIN,Finland,Scandinavia,"Gross domestic product per capita, current prices",National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","26,384.46","27,914.46","28,583.03","29,147.22","30,414.97","31,449.16","32,897.80","35,450.75","36,650.43","34,122.47","35,157.54","36,834.95","37,220.34","37,651.24","37,953.91","38,632.04","39,640.20","41,120.99","42,347.63","43,512.24","42,746.70","44,813.39",2020
172,FIN,Finland,Scandinavia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","24,379.78","25,001.18","27,008.26","32,961.92","37,816.08","39,147.22","41,308.62","48,590.20","53,897.91","47,541.75","46,647.00","51,263.57","47,850.56","50,006.02","50,434.79","42,867.09","43,865.76","46,437.21","50,033.31","48,716.22","48,786.03","53,522.57",2020
172,FIN,Finland,Scandinavia,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",2.869,2.35,1.716,1.191,0.147,1.016,1.236,1.939,3.381,1.806,2.766,2.605,3.449,1.933,0.552,-0.249,1.1,0.505,1.319,1.137,0.192,2.239,2020
172,FIN,Finland,Scandinavia,Unemployment rate,Percent of total labor force,,Source: National Statistics Office. Downloaded through Haver Analytics Latest actual data: 2020 Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 09/2021,9.875,9.2,9.175,9.075,8.875,8.475,7.775,6.95,6.425,8.325,8.5,7.9,7.8,8.325,8.825,9.575,8.975,8.825,7.425,6.742,7.758,7.833,2020
172,FIN,Finland,Scandinavia,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2020 Primary domestic currency: Euro Data last updated: 09/2021,5.171,5.181,5.195,5.206,5.22,5.237,5.256,5.277,5.3,5.326,5.351,5.375,5.401,5.427,5.451,5.472,5.487,5.503,5.513,5.518,5.525,5.531,2020
172,FIN,Finland,Scandinavia,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"Source: Ministry of Finance or Treasury Latest actual data: 2020 Fiscal assumptions: Based on announced policies by the authorities, adjusted for the Staff macroeconomic scenario. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2014 Basis of recording: Accrual General government includes: Central Government; Local Government; Social Security Funds; Valuation of public debt: Nominal value. Nominal Value debt valuation is consistent with Eurostat's definition Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans;. Data reported are based on the Maastricht definition. It covers all general governments in the sense of the national accounts: the State, other government bodies (ODAC), local governments and social security administrations. It does not include all financial liabilities but only cash and deposits, securities other than shares as well as loans; excluded are derivative products and other accounts payable. Primary domestic currency: Euro Data last updated: 09/2021",136.442,144.628,148.486,151.749,158.758,164.687,172.897,187.072,194.265,181.747,188.143,197.998,201.037,204.321,206.897,211.385,217.518,226.301,233.468,240.097,236.188,247.848,2020
132,FRA,France,Europe,"Gross domestic product, current prices",National currency,Billions,"Source: National Statistics Office Latest actual data: 2020 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2014 Chain-weighted: Yes, from 1980 Primary domestic currency: Euro Data last updated: 09/2021","1,478.59","1,538.20","1,587.83","1,630.67","1,704.02","1,765.91","1,848.15","1,941.36","1,992.38","1,936.42","1,995.29","2,058.37","2,088.80","2,117.19","2,149.77","2,198.43","2,234.13","2,297.24","2,363.31","2,437.64","2,302.86","2,462.28",2020
132,FRA,France,Europe,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,362.53","1,376.71","1,495.66","1,840.85","2,116.48","2,194.73","2,318.61","2,657.10","2,915.82","2,690.98","2,642.44","2,862.03","2,683.89","2,811.04","2,852.17","2,438.21","2,471.26","2,589.03","2,789.68","2,728.83","2,624.42","2,940.43",2020
132,FRA,France,Europe,"Gross domestic product per capita, current prices",National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","25,121.14","25,953.92","26,603.08","27,131.72","28,163.08","28,966.71","30,100.31","31,416.01","32,065.41","30,999.76","31,789.72","32,636.08","32,958.93","33,237.99","33,575.41","34,189.80","34,654.43","35,539.49","36,446.00","37,508.87","35,361.24","37,706.09",2020
132,FRA,France,Europe,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","23,149.27","23,229.18","25,058.79","30,628.86","34,980.08","36,000.92","37,762.46","42,998.45","46,927.31","43,079.37","42,100.29","45,378.30","42,348.74","44,130.83","44,545.72","37,918.77","38,332.68","40,053.62","43,021.38","41,989.67","40,298.85","45,028.27",2020
132,FRA,France,Europe,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",1.806,1.496,2.185,2.407,2.243,1.727,1.675,2.787,1.164,0.988,1.988,2.645,1.509,0.839,0.1,0.291,0.809,1.229,1.87,1.585,-0.142,2.886,2020
132,FRA,France,Europe,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2020 Employment type: Harmonized ILO definition. Data prior to 1983 are not harmonized. Primary domestic currency: Euro Data last updated: 09/2021,9.175,8.458,8.275,8.517,8.858,8.892,8.842,8.017,7.475,9.075,9.267,9.225,9.767,10.308,10.258,10.35,10.05,9.442,9,8.408,7.992,8.133,2020
132,FRA,France,Europe,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2020 Primary domestic currency: Euro Data last updated: 09/2021,58.858,59.267,59.686,60.102,60.505,60.963,61.4,61.795,62.135,62.466,62.765,63.07,63.376,63.698,64.028,64.301,64.469,64.639,64.844,64.988,65.124,65.302,2020
132,FRA,France,Europe,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"Source: National Statistics Office Latest actual data: 2020 Fiscal assumptions: Projections for 2021 onward are based on the measures of the 2018-21 budget laws and the draft amending budget law presented in June 2021, adjusted for differences in assumptions on macroeconomic and financial variables, and in revenue projections. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2014 Basis of recording: Accrual General government includes: Central Government; Local Government; Social Security Funds; Other; Valuation of public debt: Face value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans Primary domestic currency: Euro Data last updated: 09/2021","1,478.59","1,538.20","1,587.83","1,630.67","1,704.02","1,765.91","1,848.15","1,941.36","1,992.38","1,936.42","1,995.29","2,058.37","2,088.80","2,117.19","2,149.77","2,198.43","2,234.13","2,297.24","2,363.31","2,437.64","2,302.86","2,462.28",2020
134,DEU,Germany,Europe,"Gross domestic product, current prices",National currency,Billions,"Source: National Statistics Office Latest actual data: 2020 Notes: Data until 1990 refers to German federation only (West Germany). National accounts data until 1990 do not include FISIM. Data from 1991 refer to United Germany and include FISIM. National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 1991 Primary domestic currency: Euro Data last updated: 09/2021","2,109.09","2,172.54","2,198.12","2,211.57","2,262.52","2,288.31","2,385.08","2,499.55","2,546.49","2,445.73","2,564.40","2,693.56","2,745.31","2,811.35","2,927.43","3,026.18","3,134.74","3,267.16","3,367.86","3,473.35","3,367.56","3,541.84",2020
134,DEU,Germany,Europe,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,948.84","1,945.80","2,077.02","2,501.01","2,813.08","2,848.44","2,994.86","3,425.98","3,744.85","3,407.56","3,402.44","3,748.66","3,529.38","3,733.86","3,890.10","3,357.93","3,468.90","3,689.55","3,979.09","3,888.76","3,843.34","4,230.17",2020
134,DEU,Germany,Europe,"Gross domestic product per capita, current prices",National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","25,892.15","26,651.21","26,944.85","27,119.52","27,775.89","28,133.69","29,382.41","30,861.40","31,530.01","30,388.16","31,941.31","33,553.95","34,134.50","34,860.38","36,148.59","37,046.04","38,066.64","39,526.60","40,622.76","41,800.88","40,494.46","42,523.67",2020
134,DEU,Germany,Europe,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","23,924.88","23,869.77","25,460.33","30,668.85","34,534.81","35,020.20","36,894.47","42,299.86","46,367.86","42,338.84","42,379.71","46,697.38","43,883.39","46,299.37","48,035.80","41,107.22","42,124.45","44,636.70","47,995.38","46,800.18","46,215.60","50,787.86",2020
134,DEU,Germany,Europe,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",2.041,1.25,1.111,0.977,2.297,2.128,1.389,3.082,0.997,0.877,1.848,2.241,2.192,1.328,0.202,0.201,1.707,1.481,1.751,1.53,-0.659,4.031,2020
134,DEU,Germany,Europe,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2020 Notes: Data until 1990 refers to German federation only (West Germany). Data from 1991 refer to United Germany. Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 09/2021,7.95,7.8,8.6,9.708,10.333,11.008,10.042,8.542,7.425,7.642,6.967,5.833,5.383,5.242,4.992,4.633,4.133,3.758,3.4,3.15,3.833,3.696,2020
134,DEU,Germany,Europe,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2020 Notes: Data until 1990 refers to German federation only (West Germany). Data from 1991 refer to United Germany. Primary domestic currency: Euro Data last updated: 09/2021,81.457,81.518,81.579,81.549,81.456,81.337,81.174,80.993,80.764,80.483,80.285,80.276,80.426,80.646,80.983,81.687,82.349,82.657,82.906,83.093,83.161,83.291,2020
134,DEU,Germany,Europe,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"Source: National Statistics Office. Data of general government gross debt comes from EUROSTAT Latest actual data: 2020 Fiscal assumptions: The IMF staff's projections for 2021 and beyond are based on the 2021 budgets, the 2022 draft budget plan, and data updates from the national statistical agency (Destatis) and Ministry of Finance, adjusted for the differences in the IMF staff's macroeconomic framework and assumptions concerning revenue elasticities. The estimate of gross debt includes portfolios of impaired assets and noncore business transferred to institutions that are winding up as well as other financial sector and EU support operations. Start/end months of reporting year: January/December GFS Manual used: European System of Accounts (ESA) 2010 Basis of recording: Accrual General government includes: Central Government; State Government; Local Government; Social Security Funds;. other refers to special funds Valuation of public debt: Face value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans Primary domestic currency: Euro Data last updated: 09/2021","2,109.09","2,172.54","2,198.12","2,211.57","2,262.52","2,288.31","2,385.08","2,499.55","2,546.49","2,445.73","2,564.40","2,693.56","2,745.31","2,811.35","2,927.43","3,026.18","3,134.74","3,267.16","3,367.86","3,473.35","3,367.56","3,541.84",2020
174,GRC,Greece,Europe,"Gross domestic product, current prices",National currency,Billions,"Source: National Statistics Office. Formally, the National Statistical Office (ELSTAT) Latest actual data: 2020. For quarterly data, latest actual is 2021Q2. Notes: The National Statistical Office has significantly and repeatedly revised national accounts data over the course of the past several years. Official data are only available from 1995. Data prior to 1995 came from European Commission Macro Forecasts (AMECO database). National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 1995 Primary domestic currency: Euro Data last updated: 09/2021",140.055,150.91,162.082,177.396,192.082,197.561,216.024,230.732,239.948,235.53,224.124,203.308,188.389,179.616,177.349,176.11,174.237,177.152,179.727,183.413,165.83,177.206,2020
174,GRC,Greece,Europe,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",131.082,135.16,153.152,200.613,238.823,245.92,271.254,316.25,352.866,328.156,297.368,282.946,242.193,238.555,235.669,195.416,192.81,200.055,212.346,205.349,189.259,211.645,2020
174,GRC,Greece,Europe,"Gross domestic product per capita, current prices",National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","12,997.39","13,926.74","14,885.92","16,251.35","17,557.18","18,009.35","19,630.13","20,907.20","21,693.28","21,228.97","20,156.33","18,277.52","16,992.79","16,323.36","16,230.63","16,219.35","16,157.37","16,451.41","16,732.54","17,102.09","15,471.29","16,600.89",2020
174,GRC,Greece,Europe,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","12,164.72","12,473.29","14,065.79","18,378.28","21,829.50","22,417.64","24,648.87","28,656.23","31,902.01","29,577.64","26,743.40","25,437.01","21,845.97","21,679.67","21,567.97","17,997.40","17,879.71","18,578.29","19,769.33","19,147.46","17,657.10","19,827.16",2020
174,GRC,Greece,Europe,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",3.669,3.525,3.498,3.098,3.129,3.504,3.199,3.855,2.193,2.549,5.158,2.177,0.318,-1.816,-2.535,0.392,0.29,0.967,0.632,1.05,-2.39,1.348,2020
174,GRC,Greece,Europe,Unemployment rate,Percent of total labor force,,"Source: National Statistics Office. Formally, the National Statistical Office (ELSTAT) Latest actual data: 2020 Notes: The historical data source for unit labor costs in manufacturing is Eurostat. Employment type: National definition Primary domestic currency: Euro Data last updated: 09/2021",11.35,10.775,10.35,9.775,10.6,10,9,8.4,7.75,9.6,12.725,17.85,24.425,27.475,26.5,24.9,23.55,21.45,19.3,17.325,16.4,15.839,2020
174,GRC,Greece,Europe,Population,Persons,Millions,"Source: National Statistics Office. Formally, the Statistical Office of the European Communities (EUROSTAT) Latest actual data: 2020 Primary domestic currency: Euro Data last updated: 09/2021",10.776,10.836,10.888,10.916,10.94,10.97,11.005,11.036,11.061,11.095,11.119,11.123,11.086,11.004,10.927,10.858,10.784,10.768,10.741,10.725,10.719,10.674,2020
174,GRC,Greece,Europe,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"Source: National Statistics Office Latest actual data: 2020 Fiscal assumptions: Historical data since 2010 reflect adjustments in line with the primary balance definition under the enhanced surveillance framework for Greece. Start/end months of reporting year: January/December GFS Manual used: European System of Accounts (ESA) 2010 Basis of recording: Accrual. Data in line with ESA-2010. General government includes: Central Government; Local Government; Social Security Funds; Valuation of public debt: Nominal value. General debt data, including historical data, are provisional and subject to revisions. Public debt includes the stock of deferred interest payments on EFSF loans Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans Primary domestic currency: Euro Data last updated: 09/2021",140.055,150.91,162.082,177.396,192.082,197.561,216.024,230.732,239.948,235.53,224.124,203.308,188.389,179.616,177.349,176.11,174.237,177.152,179.727,183.413,165.83,177.206,2020
532,HKG,Hong Kong SAR,Asia,"Gross domestic product, current prices",National currency,Billions,"Source: National Statistics Office. Data retrieved from Haver Latest actual data: 2020 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2019 Chain-weighted: Yes, from 1980 Primary domestic currency: Hong Kong dollar Data last updated: 09/2021","1,337.50","1,321.14","1,297.34","1,256.67","1,316.95","1,412.13","1,503.35","1,650.76","1,707.49","1,659.25","1,776.33","1,934.43","2,037.06","2,138.31","2,260.01","2,398.28","2,490.44","2,659.38","2,835.12","2,844.56","2,688.54","2,866.46",2020
532,HKG,Hong Kong SAR,Asia,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",171.643,169.381,166.336,161.37,169.085,181.556,193.515,211.583,219.279,214.048,228.639,248.514,262.629,275.697,291.46,309.386,320.84,341.242,361.692,363.016,346.584,369.722,2020
532,HKG,Hong Kong SAR,Asia,"Gross domestic product per capita, current prices",National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","199,284.96","196,297.64","192,890.07","185,782.35","193,734.50","206,517.45","217,741.41","237,915.95","245,191.34","237,156.97","251,886.96","272,090.86","284,069.03","296,537.88","311,600.19","328,095.54","337,590.38","358,741.15","378,702.58","378,225.72","361,931.53","383,657.86",2020
532,HKG,Hong Kong SAR,Asia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","25,574.49","25,166.90","24,731.08","23,856.48","24,873.90","26,551.77","28,028.16","30,494.55","31,487.94","30,593.99","32,421.36","34,955.15","36,623.75","38,233.35","40,185.30","42,325.35","43,491.31","46,032.29","48,313.14","48,268.22","46,657.20","49,485.08",2020
532,HKG,Hong Kong SAR,Asia,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",-2.083,-3.546,-1.618,-1.794,0.304,1.366,2.246,3.807,2.116,1.519,2.993,5.68,3.625,4.343,4.855,2.315,1.185,1.704,2.513,2.86,-0.894,2.569,2020
532,HKG,Hong Kong SAR,Asia,Unemployment rate,Percent of total labor force,,Source: National Statistics Office. Data retrieved from CEIC Latest actual data: 2020 Employment type: National definition Primary domestic currency: Hong Kong dollar Data last updated: 09/2021,4.946,5.086,7.32,7.94,6.809,5.591,4.79,4.011,3.519,5.262,4.329,3.421,3.286,3.401,3.296,3.315,3.393,3.127,2.815,2.932,5.828,5.637,2020
532,HKG,Hong Kong SAR,Asia,Population,Persons,Millions,Source: National Statistics Office. Data retrieved from CEIC Latest actual data: 2020 Primary domestic currency: Hong Kong dollar Data last updated: 09/2021,6.712,6.73,6.726,6.764,6.798,6.838,6.904,6.938,6.964,6.996,7.052,7.11,7.171,7.211,7.253,7.31,7.377,7.413,7.486,7.521,7.428,7.471,2020
532,HKG,Hong Kong SAR,Asia,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"Source: Ministry of Finance or Treasury. Data retrieved from CEIC Latest actual data: FY2020/21 Fiscal assumptions: Projections are based on the authorities' medium-term fiscal projections on expenditures. Start/end months of reporting year: April/March GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Cash General government includes: Central Government; Valuation of public debt: Face value Instruments included in gross and net debt: Securities Other than Shares;. The definition of general government gross debt is revised to include debt liabilities identified in Hong Kong SAR's consolidated financial statement. It excludes the debt issued under the ""bond fund"" or provision for pension. As a result, the debt level is significantly lower. Primary domestic currency: Hong Kong dollar Data last updated: 09/2021","1,334.13","1,309.49","1,292.39","1,265.12","1,330.33","1,438.72","1,528.75","1,685.50","1,676.95","1,692.24","1,816.19","1,954.55","2,062.57","2,163.90","2,296.33","2,415.52","2,531.44","2,712.04","2,891.26","2,900.88","2,741.77","2,923.21",2021
176,ISL,Iceland,Scandinavia,"Gross domestic product, current prices",National currency,Billions,"Source: National Statistics Office Latest actual data: 2020 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 1990 Primary domestic currency: Icelandic króna Data last updated: 09/2021",709.561,802.277,854.14,876.733,970.421,"1,061.43","1,225.72","1,386.95","1,589.63","1,626.39","1,680.97","1,765.01","1,845.16","1,970.15","2,086.36","2,310.85","2,512.06","2,641.96","2,844.73","3,047.73","2,941.10","3,202.59",2020
176,ISL,Iceland,Scandinavia,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",9.026,8.235,9.318,11.429,13.825,16.853,17.465,21.653,18.075,13.154,13.751,15.222,14.752,16.125,17.868,17.517,20.793,24.728,26.267,24.858,21.718,25.476,2020
176,ISL,Iceland,Scandinavia,"Gross domestic product per capita, current prices",National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","2,542,782.81","2,831,289.42","2,980,511.21","3,039,241.38","3,339,715.04","3,615,497.81","4,087,205.02","4,507,891.52","5,039,085.90","5,092,529.62","5,292,217.36","5,542,464.80","5,773,796.45","6,121,184.25","6,406,342.60","7,021,719.84","7,554,396.76","7,808,384.24","8,163,948.92","8,537,265.65","8,076,968.92","8,654,240.12",2018
176,ISL,Iceland,Scandinavia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","32,344.36","29,061.34","32,516.44","39,620.41","47,579.94","57,405.56","58,238.89","70,375.33","57,296.25","41,188.91","43,293.02","47,798.81","46,159.80","50,100.08","54,864.16","53,227.63","62,530.42","73,085.13","75,382.60","69,631.27","59,643.09","68,843.65",2018
